"NOM_SECTION","District","Bureau","Coderre","Bergeron","Joly","Côté"
"183-002","183-Sainte-Marie","2",14,59,41,9
"183-020","183-Sainte-Marie","20",12,32,35,14
"183-021","183-Sainte-Marie","21",22,46,39,15
"183-022","183-Sainte-Marie","22",15,62,44,16
"183-023","183-Sainte-Marie","23",13,45,38,14
"183-024","183-Sainte-Marie","24",8,86,27,14
"183-025","183-Sainte-Marie","25",15,64,35,12
"183-026","183-Sainte-Marie","26",7,54,34,6
"183-027","183-Sainte-Marie","27",16,63,27,6
"183-028","183-Sainte-Marie","28",13,67,39,12
"183-029","183-Sainte-Marie","29",21,37,45,11
"183-003","183-Sainte-Marie","3",6,34,29,11
"183-030","183-Sainte-Marie","30",20,46,37,18
"183-031","183-Sainte-Marie","31",16,27,41,10
"183-032","183-Sainte-Marie","32",8,37,31,12
"183-033","183-Sainte-Marie","33",23,42,38,11
"183-034","183-Sainte-Marie","34",21,43,43,11
"183-035","183-Sainte-Marie","35",14,50,37,13
"183-036","183-Sainte-Marie","36",14,31,26,10
"183-037","183-Sainte-Marie","37",9,11,20,6
"183-038","183-Sainte-Marie","38",9,52,20,6
"183-039","183-Sainte-Marie","39",14,63,46,15
"183-004","183-Sainte-Marie","4",16,45,26,13
"183-040","183-Sainte-Marie","40",18,72,36,23
"183-041","183-Sainte-Marie","41",17,82,44,19
"183-042","183-Sainte-Marie","42",19,58,62,15
"183-043","183-Sainte-Marie","43",12,42,41,14
"183-044","183-Sainte-Marie","44",63,21,47,42
"183-045","183-Sainte-Marie","45",64,23,45,42
"183-046","183-Sainte-Marie","46",78,16,26,37
"183-047","183-Sainte-Marie","47",10,49,37,10
"183-048","183-Sainte-Marie","48",22,24,24,14
"183-049","183-Sainte-Marie","49",18,18,26,17
"183-005","183-Sainte-Marie","5",25,22,26,12
"183-050","183-Sainte-Marie","50",12,34,34,10
"183-051","183-Sainte-Marie","51",9,54,25,9
"183-052","183-Sainte-Marie","52",15,60,30,18
"183-053","183-Sainte-Marie","53",16,70,42,11
"183-054","183-Sainte-Marie","54",18,51,41,26
"183-055","183-Sainte-Marie","55",7,20,13,6
"183-056","183-Sainte-Marie","56",16,30,34,14
"183-006","183-Sainte-Marie","6",9,45,29,7
"183-603","183-Sainte-Marie","603",78,115,127,45
"183-007","183-Sainte-Marie","7",17,31,35,17
"183-008","183-Sainte-Marie","8",23,57,35,19
"183-009","183-Sainte-Marie","9",34,49,34,20
"183-901","183-Sainte-Marie","901",7,15,20,8
"183-902","183-Sainte-Marie","902",31,12,18,4
"183-903","183-Sainte-Marie","903",18,22,21,20
"183-904","183-Sainte-Marie","904",15,15,21,12
"183-905","183-Sainte-Marie","905",7,24,8,5
"183-906","183-Sainte-Marie","906",6,13,19,5
"183-907","183-Sainte-Marie","907",24,19,21,11
"183-908","183-Sainte-Marie","908",18,16,24,12
"183-909","183-Sainte-Marie","909",16,10,15,11
"183-910","183-Sainte-Marie","910",24,24,22,12
"191-001","191-Saint-Michel","1",48,5,7,7
"191-010","191-Saint-Michel","10",53,18,17,2
"191-011","191-Saint-Michel","11",35,9,10,4
"191-012","191-Saint-Michel","12",32,8,36,12
"191-013","191-Saint-Michel","13",24,12,10,15
"191-014","191-Saint-Michel","14",43,10,14,5
"191-015","191-Saint-Michel","15",35,9,20,11
"191-016","191-Saint-Michel","16",33,13,22,5
"191-017","191-Saint-Michel","17",27,9,18,6
"191-018","191-Saint-Michel","18",15,20,16,8
"191-019","191-Saint-Michel","19",27,17,4,10
"191-002","191-Saint-Michel","2",33,10,7,2
"191-020","191-Saint-Michel","20",32,18,12,7
"191-021","191-Saint-Michel","21",41,10,17,7
"191-022","191-Saint-Michel","22",28,16,19,10
"191-023","191-Saint-Michel","23",51,9,11,8
"191-024","191-Saint-Michel","24",41,14,12,8
"191-025","191-Saint-Michel","25",65,19,16,18
"191-026","191-Saint-Michel","26",30,10,9,1
"191-027","191-Saint-Michel","27",46,19,22,12
"191-028","191-Saint-Michel","28",47,17,12,6
"191-029","191-Saint-Michel","29",74,11,12,8
"191-003","191-Saint-Michel","3",44,6,11,5
"191-030","191-Saint-Michel","30",52,17,14,15
"191-031","191-Saint-Michel","31",16,7,6,5
"191-032","191-Saint-Michel","32",28,2,8,6
"191-033","191-Saint-Michel","33",40,7,9,3
"191-034","191-Saint-Michel","34",40,4,19,5
"191-035","191-Saint-Michel","35",36,2,18,21
"191-036","191-Saint-Michel","36",58,10,23,20
"191-037","191-Saint-Michel","37",53,6,18,4
"191-038","191-Saint-Michel","38",35,6,16,8
"191-039","191-Saint-Michel","39",55,5,13,12
"191-004","191-Saint-Michel","4",34,19,20,3
"191-040","191-Saint-Michel","40",48,16,12,8
"191-041","191-Saint-Michel","41",52,8,16,14
"191-042","191-Saint-Michel","42",33,12,11,2
"191-043","191-Saint-Michel","43",61,20,23,4
"191-044","191-Saint-Michel","44",51,17,18,11
"191-045","191-Saint-Michel","45",46,4,14,6
"191-046","191-Saint-Michel","46",58,13,16,9
"191-047","191-Saint-Michel","47",40,10,10,5
"191-048","191-Saint-Michel","48",47,9,18,16
"191-049","191-Saint-Michel","49",28,15,21,14
"191-005","191-Saint-Michel","5",36,5,4,8
"191-050","191-Saint-Michel","50",32,10,6,4
"191-051","191-Saint-Michel","51",69,13,19,12
"191-052","191-Saint-Michel","52",60,16,19,12
"191-053","191-Saint-Michel","53",55,18,12,7
"191-054","191-Saint-Michel","54",64,11,23,12
"191-055","191-Saint-Michel","55",51,16,21,6
"191-056","191-Saint-Michel","56",44,13,18,15
"191-057","191-Saint-Michel","57",61,8,11,4
"191-058","191-Saint-Michel","58",31,4,6,3
"191-059","191-Saint-Michel","59",49,7,13,2
"191-006","191-Saint-Michel","6",29,10,14,3
"191-060","191-Saint-Michel","60",65,15,19,12
"191-601","191-Saint-Michel","601",155,33,52,19
"191-061","191-Saint-Michel","61",65,18,23,5
"191-062","191-Saint-Michel","62",45,17,16,6
"191-063","191-Saint-Michel","63",64,6,8,5
"191-064","191-Saint-Michel","64",40,9,27,5
"191-065","191-Saint-Michel","65",54,19,19,7
"191-066","191-Saint-Michel","66",27,29,26,11
"191-067","191-Saint-Michel","67",29,16,22,11
"191-068","191-Saint-Michel","68",25,42,23,10
"191-069","191-Saint-Michel","69",50,16,17,4
"191-007","191-Saint-Michel","7",39,14,19,6
"191-070","191-Saint-Michel","70",49,35,12,9
"191-008","191-Saint-Michel","8",35,9,9,1
"191-009","191-Saint-Michel","9",53,15,13,13
"191-901","191-Saint-Michel","901",39,5,7,7
"191-902","191-Saint-Michel","902",23,4,3,4
"191-903","191-Saint-Michel","903",38,6,7,3
"191-904","191-Saint-Michel","904",30,7,13,0
"191-905","191-Saint-Michel","905",36,4,4,4
"191-906","191-Saint-Michel","906",43,2,13,5
"191-907","191-Saint-Michel","907",41,4,7,5
"191-908","191-Saint-Michel","908",25,2,12,5
"191-909","191-Saint-Michel","909",47,5,7,2
"191-910","191-Saint-Michel","910",39,5,5,6
"191-911","191-Saint-Michel","911",52,5,4,5
"191-912","191-Saint-Michel","912",43,5,5,14
"191-913","191-Saint-Michel","913",21,8,5,1
"192-001","192-François-Perrault","1",31,21,21,10
"192-010","192-François-Perrault","10",44,25,35,19
"192-011","192-François-Perrault","11",36,24,34,14
"192-012","192-François-Perrault","12",22,10,26,3
"192-013","192-François-Perrault","13",29,17,28,4
"192-014","192-François-Perrault","14",47,8,26,15
"192-015","192-François-Perrault","15",38,14,28,6
"192-016","192-François-Perrault","16",31,17,32,4
"192-017","192-François-Perrault","17",39,30,15,7
"192-018","192-François-Perrault","18",29,13,16,5
"192-019","192-François-Perrault","19",28,25,30,9
"192-002","192-François-Perrault","2",28,34,26,13
"192-020","192-François-Perrault","20",28,24,24,5
"192-021","192-François-Perrault","21",38,20,20,10
"192-022","192-François-Perrault","22",21,17,17,10
"192-023","192-François-Perrault","23",32,30,14,3
"192-024","192-François-Perrault","24",33,18,16,7
"192-025","192-François-Perrault","25",41,20,20,7
"192-026","192-François-Perrault","26",25,20,15,2
"192-027","192-François-Perrault","27",41,19,23,3
"192-028","192-François-Perrault","28",52,17,24,13
"192-029","192-François-Perrault","29",53,21,33,12
"192-003","192-François-Perrault","3",32,25,13,6
"192-030","192-François-Perrault","30",41,28,26,15
"192-031","192-François-Perrault","31",6,4,9,0
"192-032","192-François-Perrault","32",44,26,29,6
"192-033","192-François-Perrault","33",20,33,25,15
"192-034","192-François-Perrault","34",46,24,18,4
"192-035","192-François-Perrault","35",49,15,19,8
"192-036","192-François-Perrault","36",26,37,15,18
"192-037","192-François-Perrault","37",31,60,21,15
"192-038","192-François-Perrault","38",30,42,25,6
"192-039","192-François-Perrault","39",31,34,24,17
"192-004","192-François-Perrault","4",24,21,36,6
"192-040","192-François-Perrault","40",19,36,25,18
"192-041","192-François-Perrault","41",31,45,32,16
"192-042","192-François-Perrault","42",23,42,33,9
"192-043","192-François-Perrault","43",54,53,30,12
"192-044","192-François-Perrault","44",37,42,27,8
"192-045","192-François-Perrault","45",33,40,35,7
"192-046","192-François-Perrault","46",44,63,21,21
"192-047","192-François-Perrault","47",19,49,30,12
"192-048","192-François-Perrault","48",35,39,18,5
"192-049","192-François-Perrault","49",25,43,47,15
"192-005","192-François-Perrault","5",23,24,18,14
"192-050","192-François-Perrault","50",21,44,36,10
"192-051","192-François-Perrault","51",15,40,28,14
"192-052","192-François-Perrault","52",17,63,31,19
"192-053","192-François-Perrault","53",28,64,43,20
"192-054","192-François-Perrault","54",13,55,38,7
"192-055","192-François-Perrault","55",19,42,18,11
"192-056","192-François-Perrault","56",34,19,26,8
"192-057","192-François-Perrault","57",33,20,12,11
"192-058","192-François-Perrault","58",40,30,23,11
"192-059","192-François-Perrault","59",26,46,16,7
"192-006","192-François-Perrault","6",24,26,27,6
"192-060","192-François-Perrault","60",32,52,0,5
"192-602","192-François-Perrault","602",269,118,123,40
"192-061","192-François-Perrault","61",20,68,18,11
"192-062","192-François-Perrault","62",37,49,32,11
"192-063","192-François-Perrault","63",22,39,19,7
"192-064","192-François-Perrault","64",40,28,22,10
"192-065","192-François-Perrault","65",38,34,19,16
"192-066","192-François-Perrault","66",26,44,16,6
"192-067","192-François-Perrault","67",35,26,13,7
"192-068","192-François-Perrault","68",35,25,26,10
"192-069","192-François-Perrault","69",32,19,16,2
"192-007","192-François-Perrault","7",28,14,15,6
"192-070","192-François-Perrault","70",21,50,21,6
"192-071","192-François-Perrault","71",24,47,20,8
"192-072","192-François-Perrault","72",21,38,34,25
"192-073","192-François-Perrault","73",27,58,24,8
"192-008","192-François-Perrault","8",36,32,30,7
"192-009","192-François-Perrault","9",37,20,12,5
"192-901","192-François-Perrault","901",9,3,5,4
"192-902","192-François-Perrault","902",41,12,14,1
"192-903","192-François-Perrault","903",30,6,16,0
"192-904","192-François-Perrault","904",22,9,13,3
"192-905","192-François-Perrault","905",27,15,14,6
"192-906","192-François-Perrault","906",27,6,24,3
"192-907","192-François-Perrault","907",42,12,11,3
"192-908","192-François-Perrault","908",25,15,11,7
"192-909","192-François-Perrault","909",27,26,17,3
"192-910","192-François-Perrault","910",13,16,7,4
"192-911","192-François-Perrault","911",19,18,21,7
"192-912","192-François-Perrault","912",26,13,14,5
"192-913","192-François-Perrault","913",31,36,15,8
"193-001","193-Villeray","1",46,37,23,13
"193-010","193-Villeray","10",23,49,29,19
"193-011","193-Villeray","11",21,30,15,14
"193-012","193-Villeray","12",32,53,35,13
"193-013","193-Villeray","13",17,54,29,12
"193-014","193-Villeray","14",12,96,43,28
"193-015","193-Villeray","15",28,59,28,24
"193-016","193-Villeray","16",19,60,19,15
"193-017","193-Villeray","17",28,88,34,12
"193-018","193-Villeray","18",14,79,42,20
"193-019","193-Villeray","19",16,67,43,26
"193-002","193-Villeray","2",45,44,30,12
"193-020","193-Villeray","20",32,83,35,27
"193-021","193-Villeray","21",29,62,32,12
"193-022","193-Villeray","22",33,56,31,15
"193-023","193-Villeray","23",22,74,31,22
"193-024","193-Villeray","24",13,63,29,30
"193-025","193-Villeray","25",19,90,25,14
"193-026","193-Villeray","26",26,106,32,11
"193-027","193-Villeray","27",15,85,19,9
"193-028","193-Villeray","28",30,60,34,20
"193-029","193-Villeray","29",19,67,30,20
"193-003","193-Villeray","3",27,25,25,8
"193-030","193-Villeray","30",20,58,22,14
"193-031","193-Villeray","31",33,32,27,7
"193-032","193-Villeray","32",31,44,27,8
"193-033","193-Villeray","33",26,47,22,6
"193-034","193-Villeray","34",26,63,19,5
"193-035","193-Villeray","35",18,47,37,9
"193-036","193-Villeray","36",34,56,29,13
"193-037","193-Villeray","37",18,72,40,17
"193-038","193-Villeray","38",19,50,20,12
"193-039","193-Villeray","39",13,63,30,9
"193-004","193-Villeray","4",32,15,14,12
"193-040","193-Villeray","40",9,60,31,28
"193-041","193-Villeray","41",32,71,41,20
"193-042","193-Villeray","42",22,70,41,14
"193-043","193-Villeray","43",17,72,40,13
"193-044","193-Villeray","44",12,48,32,9
"193-045","193-Villeray","45",24,89,31,17
"193-046","193-Villeray","46",24,67,32,12
"193-047","193-Villeray","47",27,64,48,21
"193-048","193-Villeray","48",21,62,53,24
"193-049","193-Villeray","49",12,69,23,15
"193-005","193-Villeray","5",5,52,22,10
"193-050","193-Villeray","50",22,107,27,14
"193-051","193-Villeray","51",26,96,29,25
"193-052","193-Villeray","52",22,51,15,9
"193-053","193-Villeray","53",8,46,22,14
"193-054","193-Villeray","54",5,80,25,15
"193-055","193-Villeray","55",21,73,31,14
"193-056","193-Villeray","56",22,88,34,24
"193-057","193-Villeray","57",30,77,32,34
"193-058","193-Villeray","58",23,83,25,16
"193-059","193-Villeray","59",18,83,23,23
"193-006","193-Villeray","6",21,51,20,17
"193-060","193-Villeray","60",25,88,26,22
"193-603","193-Villeray","603",201,304,205,99
"193-061","193-Villeray","61",25,83,34,19
"193-062","193-Villeray","62",17,65,34,13
"193-063","193-Villeray","63",18,44,25,16
"193-064","193-Villeray","64",23,38,19,9
"193-065","193-Villeray","65",14,94,24,22
"193-066","193-Villeray","66",9,77,26,9
"193-067","193-Villeray","67",19,56,23,21
"193-068","193-Villeray","68",18,61,20,15
"193-069","193-Villeray","69",21,56,32,7
"193-007","193-Villeray","7",23,31,29,17
"193-070","193-Villeray","70",13,67,27,10
"193-071","193-Villeray","71",30,35,18,24
"193-072","193-Villeray","72",11,63,33,19
"193-073","193-Villeray","73",4,83,29,14
"193-074","193-Villeray","74",7,34,17,2
"193-075","193-Villeray","75",25,69,34,15
"193-076","193-Villeray","76",10,71,20,24
"193-077","193-Villeray","77",11,95,30,21
"193-078","193-Villeray","78",14,75,33,17
"193-079","193-Villeray","79",18,66,40,6
"193-008","193-Villeray","8",32,32,18,10
"193-080","193-Villeray","80",19,74,30,13
"193-009","193-Villeray","9",28,58,32,11
"193-901","193-Villeray","901",25,21,21,19
"193-902","193-Villeray","902",22,18,25,21
"193-903","193-Villeray","903",17,34,24,8
"193-904","193-Villeray","904",34,30,32,9
"193-905","193-Villeray","905",21,26,17,19
"193-906","193-Villeray","906",14,23,13,6
"193-907","193-Villeray","907",22,22,10,7
"193-908","193-Villeray","908",19,25,24,13
"193-909","193-Villeray","909",14,36,24,14
"193-910","193-Villeray","910",19,42,12,6
"193-911","193-Villeray","911",9,35,15,6
"193-912","193-Villeray","912",14,33,12,11
"193-913","193-Villeray","913",57,32,17,7
"193-914","193-Villeray","914",20,30,21,7
"194-001","194-Parc-Extension","1",29,53,34,6
"194-010","194-Parc-Extension","10",15,76,40,12
"194-011","194-Parc-Extension","11",14,73,28,18
"194-012","194-Parc-Extension","12",33,64,31,30
"194-013","194-Parc-Extension","13",10,55,26,9
"194-014","194-Parc-Extension","14",27,18,16,12
"194-015","194-Parc-Extension","15",44,26,26,14
"194-016","194-Parc-Extension","16",25,18,29,11
"194-017","194-Parc-Extension","17",10,33,16,17
"194-018","194-Parc-Extension","18",46,19,11,8
"194-019","194-Parc-Extension","19",26,8,11,7
"194-002","194-Parc-Extension","2",24,59,33,30
"194-020","194-Parc-Extension","20",21,17,11,13
"194-021","194-Parc-Extension","21",18,22,26,9
"194-022","194-Parc-Extension","22",61,34,23,30
"194-023","194-Parc-Extension","23",13,38,21,10
"194-024","194-Parc-Extension","24",22,27,18,5
"194-025","194-Parc-Extension","25",67,16,13,11
"194-026","194-Parc-Extension","26",35,12,10,15
"194-027","194-Parc-Extension","27",29,8,27,13
"194-028","194-Parc-Extension","28",54,19,23,5
"194-029","194-Parc-Extension","29",38,15,19,12
"194-003","194-Parc-Extension","3",26,51,48,17
"194-030","194-Parc-Extension","30",52,8,16,9
"194-031","194-Parc-Extension","31",27,16,15,7
"194-032","194-Parc-Extension","32",36,2,8,6
"194-033","194-Parc-Extension","33",29,11,7,11
"194-034","194-Parc-Extension","34",48,15,6,7
"194-035","194-Parc-Extension","35",29,13,17,13
"194-036","194-Parc-Extension","36",34,13,16,6
"194-037","194-Parc-Extension","37",40,4,11,7
"194-038","194-Parc-Extension","38",36,12,13,16
"194-039","194-Parc-Extension","39",42,11,21,8
"194-004","194-Parc-Extension","4",42,35,33,17
"194-040","194-Parc-Extension","40",42,8,19,11
"194-041","194-Parc-Extension","41",27,13,9,10
"194-042","194-Parc-Extension","42",38,12,22,22
"194-043","194-Parc-Extension","43",41,5,15,12
"194-044","194-Parc-Extension","44",43,12,21,16
"194-045","194-Parc-Extension","45",46,18,15,15
"194-046","194-Parc-Extension","46",31,5,10,3
"194-047","194-Parc-Extension","47",51,10,12,17
"194-048","194-Parc-Extension","48",25,28,9,12
"194-049","194-Parc-Extension","49",21,19,10,4
"194-005","194-Parc-Extension","5",27,29,28,12
"194-050","194-Parc-Extension","50",25,32,13,17
"194-051","194-Parc-Extension","51",28,11,9,17
"194-052","194-Parc-Extension","52",26,12,14,13
"194-053","194-Parc-Extension","53",24,21,14,13
"194-054","194-Parc-Extension","54",36,20,18,9
"194-055","194-Parc-Extension","55",44,14,17,8
"194-056","194-Parc-Extension","56",24,9,13,5
"194-057","194-Parc-Extension","57",31,2,15,8
"194-058","194-Parc-Extension","58",18,16,19,11
"194-059","194-Parc-Extension","59",14,41,19,11
"194-006","194-Parc-Extension","6",21,62,29,17
"194-060","194-Parc-Extension","60",38,28,24,10
"194-604","194-Parc-Extension","604",161,98,69,48
"194-061","194-Parc-Extension","61",37,18,9,7
"194-062","194-Parc-Extension","62",26,19,10,7
"194-063","194-Parc-Extension","63",25,26,16,8
"194-064","194-Parc-Extension","64",37,10,8,13
"194-065","194-Parc-Extension","65",34,18,11,11
"194-007","194-Parc-Extension","7",6,39,14,8
"194-008","194-Parc-Extension","8",12,64,33,12
"194-009","194-Parc-Extension","9",18,47,43,11
"194-901","194-Parc-Extension","901",14,17,6,10
"194-902","194-Parc-Extension","902",20,11,9,7
"194-903","194-Parc-Extension","903",7,7,7,0
"194-904","194-Parc-Extension","904",15,7,3,3
"194-905","194-Parc-Extension","905",25,10,11,11
"194-906","194-Parc-Extension","906",28,27,23,12
"194-907","194-Parc-Extension","907",21,12,5,4
"194-908","194-Parc-Extension","908",26,8,7,9
"194-909","194-Parc-Extension","909",8,4,9,7
"194-910","194-Parc-Extension","910",31,4,10,6
"194-911","194-Parc-Extension","911",26,12,9,7
"194-912","194-Parc-Extension","912",20,7,13,12
"021-001","21-Ouest","1",34,23,40,16
"021-010","21-Ouest","10",40,22,30,14
"021-011","21-Ouest","11",48,14,24,11
"021-012","21-Ouest","12",47,6,33,6
"021-013","21-Ouest","13",25,12,28,8
"021-014","21-Ouest","14",50,25,20,1
"021-015","21-Ouest","15",40,20,28,10
"021-016","21-Ouest","16",48,12,21,12
"021-017","21-Ouest","17",48,24,14,8
"021-018","21-Ouest","18",25,7,19,7
"021-019","21-Ouest","19",45,22,18,13
"021-002","21-Ouest","2",37,22,27,22
"021-020","21-Ouest","20",49,10,16,12
"021-021","21-Ouest","21",28,12,13,3
"021-022","21-Ouest","22",26,11,19,13
"021-023","21-Ouest","23",19,7,15,8
"021-024","21-Ouest","24",38,8,19,6
"021-025","21-Ouest","25",33,12,17,8
"021-026","21-Ouest","26",25,20,26,13
"021-027","21-Ouest","27",34,11,16,10
"021-028","21-Ouest","28",25,5,11,6
"021-029","21-Ouest","29",39,3,23,6
"021-003","21-Ouest","3",55,32,41,29
"021-030","21-Ouest","30",43,12,14,7
"021-031","21-Ouest","31",34,10,12,2
"021-032","21-Ouest","32",42,15,10,5
"021-033","21-Ouest","33",49,7,21,7
"021-034","21-Ouest","34",35,19,31,9
"021-035","21-Ouest","35",27,13,28,10
"021-004","21-Ouest","4",27,12,29,12
"021-005","21-Ouest","5",46,15,15,2
"021-006","21-Ouest","6",45,19,34,16
"021-601","21-Ouest","601",371,77,135,62
"021-007","21-Ouest","7",53,23,27,9
"021-008","21-Ouest","8",48,11,22,12
"021-009","21-Ouest","9",31,10,17,4
"021-901","21-Ouest","901",110,34,34,22
"021-902","21-Ouest","902",88,18,20,2
"021-903","21-Ouest","903",84,20,30,8
"021-904","21-Ouest","904",87,16,32,7
"021-905","21-Ouest","905",43,11,24,3
"021-906","21-Ouest","906",63,9,23,7
"022-001","22-Est","1",34,42,54,13
"022-010","22-Est","10",43,21,29,6
"022-011","22-Est","11",42,11,26,5
"022-012","22-Est","12",33,33,53,27
"022-013","22-Est","13",41,39,23,15
"022-014","22-Est","14",40,11,27,2
"022-015","22-Est","15",30,15,26,5
"022-016","22-Est","16",30,17,29,13
"022-017","22-Est","17",36,9,21,5
"022-018","22-Est","18",23,12,19,11
